chinese_name,name,unit_price,price,min_p,max_p,gap,url
Leggo的意大利面酱牛肉意大利面,Leggo's Pasta Sauce Spaghetti With Beef,7.35,5.0,1.99,5.0,3.01,https://www.igashop.com.au/product/leggo's-pasta-sauce-spaghetti-with-beef-39554
利宾纳糖浆黑加仑,Ribena Syrup Blackcurrant,7.4,7.4,7.4,7.4,0.0,https://www.woolworths.com.au/shop/productdetails/149604
利宾纳糖浆淡黑醋栗,Ribena Syrup Light Blackcurrant,7.4,7.4,7.4,7.4,0.0,https://www.woolworths.com.au/shop/productdetails/231845
Woolworths 花生无盐,Woolworths Peanuts Unsalted,7.47,2.8,2.8,2.8,0.0,https://www.woolworths.com.au/shop/productdetails/598179
Woolworths 咸花生,Woolworths Salted Peanuts,7.47,2.8,2.8,2.8,0.0,https://www.woolworths.com.au/shop/productdetails/509458
FARMDALE 浓稠霜,FARMDALE Thickened Cream,7.48,4.49,4.49,4.49,0.0,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/farmdale-thickened-cream-600ml-1/
RSPCA 批准的鸡内脏,RSPCA Approved Chicken Giblets,7.5,3.75,3.25,3.75,0.5,https://www.coles.com.au/product/coles-rspca-approved-chicken-giblets-500g-7359741
坎通黑豆炒酱,Kan Tong Black Bean Stir Fry Cooking Sauce,9.02,4.6,2.2,4.6,2.4,https://www.igashop.com.au/product/kan-tong-black-bean-stir-fry-cooking-sauce-390450
坎通蜂蜜照烧酱,Kan Tong Honey Teriyaki Stir Fry Sauce,9.02,4.6,2.2,4.6,2.4,https://www.igashop.com.au/product/kan-tong-honey-teriyaki-stir-fry-sauce-48163
坎东花生沙爹炒菜酱,Kan Tong Peanut Satay Stir Fry Cooking Sauce,9.11,4.6,2.2,4.6,2.4,https://www.igashop.com.au/product/kan-tong-peanut-satay-stir-fry-cooking-sauce-390426
Cottee 的杏果酱,Cottee's Jam Apricot,12.67,4.75,2.8,4.75,1.95,https://www.igashop.com.au/product/cottee's-jam-apricot-267267
Cottee's 黑莓果酱,Cottee's Jam Blackberry,12.67,4.75,2.8,4.75,1.95,https://www.igashop.com.au/product/cottee's-jam-blackberry-266740
Cottee 的果酱果酱早餐,Cottee's Jam Marmalade Breakfast,12.67,4.75,2.8,4.75,1.95,https://www.igashop.com.au/product/cottee's-jam-marmalade-breakfast-267233
Cottee 的果酱李子,Cottee's Jam Plum,12.67,4.75,2.8,4.75,1.95,https://www.igashop.com.au/product/cottee's-jam-plum-266680
Cottee 的覆盆子果酱,Cottee's Jam Raspberry,12.67,4.75,2.8,4.75,1.95,https://www.igashop.com.au/product/cottee's-jam-raspberry-266575
科蒂的果酱姜,Cottee's Marmalade Ginger,12.67,4.75,2.8,4.75,1.95,https://www.igashop.com.au/product/cottee's-marmalade-ginger-267000
科蒂的草莓酱,Cottee's Strawberry Jam,12.67,4.75,2.8,4.75,1.95,https://www.igashop.com.au/product/cottee's-strawberry-jam-271876
糖果市场麝香棒,Candy Market Musk Sticks,12.5,2.5,1.49,2.5,1.01,https://www.igashop.com.au/product/candy-market-musk-sticks-931544
黑金巧克力奶油饼干,Black & Gold Chocolate Cream Biscuits,6.79,0.95,0.95,1.05,0.0,https://www.igashop.com.au/product/black-&-gold-chocolate-cream-biscuits-190000005311
黑色和金色奶油饼干,Black & Gold Custard Cream Biscuits,3.5,0.49,0.49,1.05,0.0,https://www.igashop.com.au/product/black-&-gold-custard-cream-biscuits-190000005312
乡村农场笼养鸡蛋巨型,Country Farm Caged Eggs Jumbo,9.36,7.49,5.99,7.49,1.5,https://www.igashop.com.au/product/country-farm-caged-eggs-jumbo-20000003510
Gallina Rossa 笼蛋超大,Gallina Rossa Cage Eggs XLarge,9.36,7.49,5.99,7.49,1.5,https://www.igashop.com.au/product/gallina-rossa-cage-eggs-xlarge-180000002035
只是鸡蛋 散养鸡蛋,Just Eggs Free Range Eggs,12.5,7.5,4.49,7.5,3.01,https://www.igashop.com.au/product/just-eggs-free-range-eggs-180000002043
Meggles 笼蛋巨型,Meggles Cage Eggs Jumbo,9.36,7.49,5.99,7.49,1.5,https://www.igashop.com.au/product/meggles-cage-eggs-jumbo-20000004880
Meggles 笼蛋大号,Meggles Cage Eggs Large,12.5,7.5,4.49,7.5,3.01,https://www.igashop.com.au/product/meggles-cage-eggs-large-20000003853
Pace Farm 新鲜鸡蛋 1 打,Pace Farm Fresher Eggs 1 Dozen,12.5,7.5,4.49,7.5,3.01,https://www.igashop.com.au/product/pace-farm-fresher-eggs-1-dozen-194702
强大的软全麦厚美味面包,Mighty Soft Wholemeal Thick Tasty Bread,6.31,4.1,4.0,4.9,0.1,https://www.igashop.com.au/product/mighty-soft-wholemeal-thick-tasty-bread-860395
螺旋有机芸豆 6 x 400g,Spiral Organic Kidney Beans 6 x 400g,44.87,17.95,17.95,17.95,0.0,https://www.woolworths.com.au/shop/productdetails/1075345601
螺旋有机卷豆 6 x 400g,Spiral Organic Cannellini Beans 6 x 400g,44.87,17.95,17.95,17.95,0.0,https://www.woolworths.com.au/shop/productdetails/1075346870
Spiral Foods 有机鹰嘴豆 6 x 400g,Spiral Foods Organic Chickpeas 6 x 400g,44.87,17.95,17.95,17.95,0.0,https://www.woolworths.com.au/shop/productdetails/1075347548
螺旋有机 Borlotti 豆 6 x 400g,Spiral Organic Borlotti Beans 6 x 400g,44.87,17.95,17.95,17.95,0.0,https://www.woolworths.com.au/shop/productdetails/1075345604
Woolworths Rspca 认可的鸡心,Woolworths Rspca Approved Chicken Hearts,7.5,3.75,2.5,3.75,1.25,https://www.woolworths.com.au/shop/productdetails/83198
Woolworths Rspca 批准的鸡肝,Woolworths Rspca Approved Chicken Livers,7.5,3.75,2.5,3.75,1.25,https://www.woolworths.com.au/shop/productdetails/83194
Woolworths 整只鸡腌制和调味,Woolworths Chicken Whole Marinated & Seasoned,7.5,16.5,14.3,16.5,2.2,https://www.woolworths.com.au/shop/productdetails/175086
英厄姆的火鸡颈,Ingham's Turkey Necks,7.5,11.25,11.25,11.25,0.0,https://www.woolworths.com.au/shop/productdetails/178792
Peters 无乳糖香草浴缸,Peters Lactose Free Vanilla Tub,7.5,9.0,9.0,9.0,0.0,https://www.woolworths.com.au/shop/productdetails/121116
Woolworths 浓稠奶油,Woolworths Thickened Cream,7.5,4.5,4.5,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/48720
Woolworths 淡稠奶油,Woolworths Light Thickened Cream,7.5,4.5,4.5,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/838738
Sunraysia 苹果黑加仑汁,Sunraysia Apple & Blackcurrant Juice,7.5,1.5,1.5,1.5,0.0,https://www.woolworths.com.au/shop/productdetails/136273
Sunraysia 热带果汁,Sunraysia Tropical Juice,7.5,1.5,1.5,1.5,0.0,https://www.woolworths.com.au/shop/productdetails/135920
Sunraysia 苹果芒果汁,Sunraysia Apple & Mango Juice,7.5,1.5,1.5,1.5,0.0,https://www.woolworths.com.au/shop/productdetails/135932
Sunraysia苹果汁,Sunraysia Apple Juice,7.5,1.5,1.5,1.5,0.0,https://www.woolworths.com.au/shop/productdetails/134830
Sunraysia 苹果桃汁,Sunraysia Apple & Peach Juice,7.5,1.5,1.5,1.5,0.0,https://www.woolworths.com.au/shop/productdetails/488237
油浸黑金沙丁鱼,Black & Gold Sardines In Oil,8.4,1.05,0.95,1.05,0.1,https://www.igashop.com.au/product/black-&-gold-sardines-in-oil-72316
番茄酱黑金沙丁鱼,Black & Gold Sardines In Tomato Sauce,8.4,1.05,0.95,1.05,0.1,https://www.igashop.com.au/product/black-&-gold-sardines-in-tomato-sauce-72332
圣雷莫粉丝鸡蛋面意大利面,San Remo Vermicelli Egg Noodle Pasta,7.6,1.9,1.9,1.9,0.0,https://www.igashop.com.au/product/san-remo-vermicelli-egg-noodle-pasta-23862
今晚鸡肉炖酱奶油蘑菇,Chicken Tonight Simmer Sauce Creamy Mushroom,8.32,3.95,3.2,4.0,0.75,https://www.igashop.com.au/product/chicken-tonight-simmer-sauce-creamy-mushroom-160000018205
今晚鸡肉炖酱奶油蘑菇,Chicken Tonight Simmer Sauce Creamy Mushroom,8.32,3.95,3.2,4.0,0.75,https://www.igashop.com.au/product/chicken-tonight-simmer-sauce-creamy-mushroom-88626
Pauls 双层厚法国香草蛋奶冻,Pauls Double Thick French Vanilla Custard,7.33,6.6,5.3,6.8,1.3,https://www.igashop.com.au/product/pauls-double-thick-french-vanilla-custard-107629
奇迹白全麦面包,Wonder White Wholemeal Bread,6.71,4.7,4.4,5.35,0.3,https://www.igashop.com.au/product/wonder-white-wholemeal-bread-886650
Pauls 双层浓浓巧克力,Pauls Double Thick Custard Rich Chocolate,7.56,6.8,5.3,6.8,1.5,https://www.woolworths.com.au/shop/productdetails/344082
Ice Break 浓咖啡风味牛奶,Ice Break Strong Espresso Flavoured Milk,7.9,3.95,2.9,3.95,1.05,https://www.woolworths.com.au/shop/productdetails/805966
Woolworths 姜坚果饼干,Woolworths Gingernut Biscuits,7.6,1.9,1.9,1.9,0.0,https://www.woolworths.com.au/shop/productdetails/824190
宏经典豆腐常规,Macro Classic Tofu Regular,7.67,2.3,2.3,2.3,0.0,https://www.woolworths.com.au/shop/productdetails/695085
宏丝豆腐,Macro Silken Tofu,7.67,2.3,2.3,2.3,0.0,https://www.woolworths.com.au/shop/productdetails/695083
强根适当芯片,Strong Roots Proper Chips,10.77,7.0,5.5,7.5,1.5,https://www.woolworths.com.au/shop/productdetails/219726
Cottees 挤压巧克力浇头,Cottees Squeezy Chocolate Topping,7.32,4.5,4.15,4.75,0.35,https://www.igashop.com.au/product/cottees-squeezy-chocolate-topping-50128
科蒂的杏酱,Cottee's Apricot Jam,9.78,4.89,3.85,4.89,1.04,https://www.igashop.com.au/product/cottee's-apricot-jam-29444
霍伊特芥末泡菜酱,Hoyt's Mustard Pickles Spread,3.82,1.49,1.49,2.99,0.0,https://www.igashop.com.au/product/hoyt's-mustard-pickles-spread-160000014432
奥利奥巧克力,Oreo Chocolate,11.64,1.49,1.4,2.8,0.09,https://www.igashop.com.au/product/oreo-chocolate-294955
今晚鸡肉炖汁糖醋,Chicken Tonight Simmer Sauce Sweet And Sour,4.79,2.49,2.49,4.0,0.0,https://www.igashop.com.au/product/chicken-tonight-simmer-sauce-sweet-and-sour-276902
今晚鸡肉酸甜焖酱,Chicken Tonight Sweet & Sour Simmer Sauce,4.79,2.49,2.49,4.0,0.0,https://www.igashop.com.au/product/chicken-tonight-sweet-&-sour-simmer-sauce-20000006825
Weet-Bix 早餐麦片,Weet-Bix Breakfast Cereal,7.65,4.4,2.2,4.4,2.2,https://www.igashop.com.au/product/weet-bix-breakfast-cereal-257259
雅培面包店乡村白面包,Abbott's Bakery Rustic White Bread,7.57,5.3,4.9,5.39,0.4,https://www.igashop.com.au/product/abbott's-bakery-rustic-white-bread-442595
面包烤箱普通马德拉蛋糕,Baker's Oven Normal Madeira Cake,7.67,3.45,3.45,3.45,0.0,https://www.igashop.com.au/product/baker's-oven-normal-madeira-cake-906426
尖顶面包一层厚的全麦,Tip Top Bread The One Thick Wholemeal,6.29,4.4,4.4,5.39,0.0,https://www.igashop.com.au/product/tip-top-bread-the-one-thick-wholemeal-381011
尖头面包 The One Toast,Tip Top Bread The One Toast,6.71,4.7,4.4,5.39,0.3,https://www.igashop.com.au/product/tip-top-bread-the-one-toast-712539
Tip Top 一个全麦三明治,Tip Top The One Wholemeal Sandwich,6.29,4.4,4.4,5.39,0.0,https://www.igashop.com.au/product/tip-top-the-one-wholemeal-sandwich-381003
Wonder White + 维生素和矿物质吐司,Wonder White + Vitamins & Minerals Toast,6.71,4.7,4.4,5.39,0.3,https://www.igashop.com.au/product/wonder-white-+-vitamins-&-minerals-toast-810549
Wonder White 维生素和矿物质三明治面包,Wonder White Vitamins & Minerals Sandwich Loaf,6.71,4.7,4.4,5.39,0.3,https://www.igashop.com.au/product/wonder-white-vitamins-&-minerals-sandwich-loaf-810531
洛根农场小豌豆和超甜玉米,Logan Farm Baby Peas and Super Sweet Corn,8.8,4.4,3.85,4.4,0.55,https://www.igashop.com.au/product/logan-farm-baby-peas-and-super-sweet-corn-135782
麦凯恩啤酒面糊牛排薯条,McCain Beer Batter Steakhouse Chips,7.73,5.8,4.35,5.8,1.45,https://www.igashop.com.au/product/mccain-beer-batter-steakhouse-chips-198861
麦凯恩炸薯条啤酒炸薯条,McCain French Fries Beer Battered Chunky Fries,7.73,5.8,4.35,5.8,1.45,https://www.igashop.com.au/product/mccain-french-fries-beer-battered-chunky-fries-198811
麦凯恩薯饼,McCain Hash Browns,7.73,5.8,4.6,5.8,1.2,https://www.igashop.com.au/product/mccain-hash-browns-186636
南澳大利亚美食公司鸡肉蔬菜汤,South Australian Gourmet Food Company Chunky Chicken & Vegetable Soup,7.67,3.3,3.3,3.3,0.0,https://www.woolworths.com.au/shop/productdetails/523634
南澳大利亚美食公司大块土豆韭菜培根汤,South Australian Gourmet Food Company Chunky Potato Leek & Bacon Soup,7.67,3.3,3.3,3.3,0.0,https://www.woolworths.com.au/shop/productdetails/554412
南澳大利亚美食公司粗牛肉蔬菜汤,South Australian Gourmet Food Company Chunky Beef & Vegetable Soup,7.67,3.3,3.3,3.3,0.0,https://www.woolworths.com.au/shop/productdetails/525978
南澳大利亚美食 丰盛丰盛的蔬菜汤,South Australian Gourmet Food Chunky Hearty Vegetable Soup,7.67,3.3,3.3,3.3,0.0,https://www.woolworths.com.au/shop/productdetails/553352
麦凯恩薯饼切丝,Mccain Hash Browns Shredded,7.73,5.8,4.0,5.8,1.8,https://www.woolworths.com.au/shop/productdetails/98299
麦凯恩啤酒面糊牛排薯条,Mccain Beer Batter Steakhouse Chips,6.13,4.6,4.5,5.8,0.1,https://www.woolworths.com.au/shop/productdetails/249351
麦凯恩啤酒面糊薯片小本经营,Mccain Beer Batter Chips Shoestring,6.13,4.6,4.5,5.8,0.1,https://www.woolworths.com.au/shop/productdetails/260900
麦凯恩快煮薯条直切脆脆,Mccain Quick Cook Fries Straight Cut Crunchy,7.73,5.8,4.6,5.8,1.2,https://www.woolworths.com.au/shop/productdetails/139518
麦凯恩啤酒面糊块,Mccain Beer Batter Wedges,6.13,4.6,4.5,5.8,0.1,https://www.woolworths.com.au/shop/productdetails/249344
麦凯恩快速烹饪皱纹切脆片,Mccain Quick Cook Crinkle Cut Crunchy Chips,7.73,5.8,4.6,5.8,1.2,https://www.woolworths.com.au/shop/productdetails/325361
利宾纳果汁糖浆黑醋栗,Ribena Fruit Juice Syrup Blackcurrant,8.8,8.8,7.75,10.55,1.05,https://www.igashop.com.au/product/ribena-fruit-juice-syrup-blackcurrant-982359
利宾纳糖浆黑加仑,Ribena Syrup Blackcurrant,8.8,8.8,7.75,10.55,1.05,https://www.igashop.com.au/product/ribena-syrup-blackcurrant-20000003383
坎通牛油鸡酱,Kan Tong Butter Chicken Cooking Sauce,9.48,4.6,2.2,4.6,2.4,https://www.igashop.com.au/product/kan-tong-butter-chicken-cooking-sauce-390468
Poonsin 罐头炒蔬菜混合,Poonsin Canned Stir Fry Vegetables Mixed,7.76,3.3,3.3,3.3,0.0,https://www.igashop.com.au/product/poonsin-canned-stir-fry-vegetables-mixed-190000001644
SPC 杏汁减半,SPC Apricots Halved in Juice ,7.8,3.2,3.2,3.2,0.0,https://www.igashop.com.au/product/spc-apricots-halved-in-juice--391951
SPC 两种水果切丁果汁,SPC Two Fruits Diced in Juice,7.8,3.2,3.2,3.2,0.0,https://www.igashop.com.au/product/spc-two-fruits-diced-in-juice-391943
始终新鲜的西班牙黑橄榄,Always Fresh Olives Spanish Black,8.44,3.8,3.5,3.8,0.3,https://www.igashop.com.au/product/always-fresh-olives-spanish-black-35021
黑金双低油菜烹饪喷雾,Black & Gold Canola Cooking Spray,7.75,3.1,3.1,3.1,0.0,https://www.igashop.com.au/product/black-&-gold-canola-cooking-spray-45644
三三泡菜芥末涂抹,Three Threes Pickles Mustard Spreadable,7.82,3.05,2.65,3.05,0.4,https://www.igashop.com.au/product/three-threes-pickles-mustard-spreadable-324446
乡村农场笼养鸡蛋超大,Country Farm Cage Eggs XLarge,11.41,7.99,5.49,7.99,2.5,https://www.igashop.com.au/product/country-farm-cage-eggs-xlarge-20000003509
只是鸡蛋笼鸡蛋大,Just Eggs Cage Eggs Large,11.41,7.99,5.49,7.99,2.5,https://www.igashop.com.au/product/just-eggs-cage-eggs-large-180000002039
只是鸡蛋 散养大鸡蛋,Just Eggs Free Range Large Eggs,11.41,7.99,5.49,7.99,2.5,https://www.igashop.com.au/product/just-eggs-free-range-large-eggs-180000002044
佩斯农场天然笼养鸡蛋,Pace Farm Natural Cage Eggs,11.41,7.99,5.49,7.99,2.5,https://www.igashop.com.au/product/pace-farm-natural-cage-eggs-194744
麦凯恩小豌豆,McCain Baby Peas,7.7,3.85,3.85,4.25,0.0,https://www.igashop.com.au/product/mccain-baby-peas-122616
Norco 浓稠霜,Norco Thickened Cream,8.83,5.3,4.7,5.3,0.6,https://www.woolworths.com.au/shop/productdetails/210810
Lucozade 橙子能量饮料,Lucozade Orange Energy Drink,7.89,3.0,3.0,3.5,0.0,https://www.woolworths.com.au/shop/productdetails/769415
福斯特克拉克的蛋奶粉,Foster Clark's Custard Powder,7.86,2.75,2.3,2.75,0.45,https://www.igashop.com.au/product/foster-clark's-custard-powder-373940
三叉戟去核枣干,Trident Dried Pitted Dates,7.1,3.55,2.49,5.99,1.06,https://www.igashop.com.au/product/trident-dried-pitted-dates-428321
Dolmio 厚番茄烤宽面条酱,Dolmio Thick Tomato Lasagne Sauce,8.71,4.4,3.95,4.4,0.45,https://www.igashop.com.au/product/dolmio-thick-tomato-lasagne-sauce-390272
Flora 人造黄油原味,Flora Margarine Spread Original,8.65,8.65,7.9,8.65,0.75,https://www.igashop.com.au/product/flora-margarine-spread-original-100884
Flora 人造黄油原味,Flora Margarine Spread Original,8.65,8.65,7.9,8.65,0.75,https://www.igashop.com.au/product/flora-margarine-spread-original-160000011646
Helga 的传统混合谷物切片面包迷你面包,Helga's Traditional Mixed Grain Sliced Bread Mini Loaf,9.4,3.9,3.29,4.0,0.61,https://www.igashop.com.au/product/helga's-traditional-mixed-grain-sliced-bread-mini-loaf-963334
怪物能量,Monster Energy,8.6,4.3,3.0,4.3,1.3,https://www.igashop.com.au/product/monster-energy-20000002823
洛根农场豆片,Logan Farm Sliced Beans,7.9,3.95,3.95,3.95,0.0,https://www.igashop.com.au/product/logan-farm-sliced-beans-155897
Hart & Soul 奶油鸡肉蘑菇汤,Hart & Soul Creamy Chicken & Mushroom Soup,11.25,4.5,3.15,4.5,1.35,https://www.woolworths.com.au/shop/productdetails/498174
有机转变苹果爵士乐,Organic In Conversion Apple Jazz,7.9,7.9,4.0,7.9,3.9,https://www.woolworths.com.au/shop/productdetails/238802
福斯特克拉克的蛋奶粉,Foster Clark's Custard Powder,7.86,2.75,2.2,2.75,0.55,https://www.woolworths.com.au/shop/productdetails/33379
Fever-tree 地中海滋补水瓶,Fever-tree Meditteranean Tonic Water Bottles,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/609505
Fever-tree 清爽淡质优质地中海汤力水,Fever-tree Refreshingly Light Premium Mediterranean Tonic Water,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/155824
Fever-tree 优质印度汤力水,Fever-tree Premium Indian Tonic Water,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/841115
发烧树接骨木花补水瓶,Fever-tree Elderflower Tonic Water Bottle,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/803904
发烧树酸橙和柚子苏打水,Fever-tree Lime & Yuzu Soda,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/184133
Fever-tree 清爽淡汤力水,Fever-tree Refreshingly Light Tonic Water,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/686285
发烧树粉红葡萄柚苏打水,Fever-tree Pink Grapefruit Soda,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/255073
发烧树干姜汁汽水,Fever-tree Dry Ginger Ale,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/70446
发烧树血橙苏打水,Fever-tree Blood Orange Soda,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/184132
Fever-tree 优质姜汁啤酒,Fever-tree Premium Ginger Beer,6.9,3.45,3.45,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/99273
茄子,Eggplant,8.0,4.0,4.0,4.0,0.0,https://www.igashop.com.au/product/eggplant-80060022
红辣椒,Red Capsicum,6.52,1.76,1.76,2.16,0.0,https://www.igashop.com.au/product/red-capsicum-80060013
红葡萄串,Red Grapes Cluster,7.99,5.59,5.59,5.59,0.0,https://www.igashop.com.au/product/red-grapes-cluster-80060075
世界厨房土豆面疙瘩,World Kitchen Potato Gnocchi,7.98,3.99,3.99,3.99,0.0,https://www.aldi.com.au/groceries/limited-time-only/limited-time-only-detail-1/ps/p/world-kitchen-potato-gnocchi-500g/
卡皮蒂三重巧克力冰淇淋,Kapiti Triple Chocolate Ice Cream,7.99,7.99,7.99,7.99,0.0,https://www.aldi.com.au/groceries/limited-time-only/limited-time-only-detail-1/ps/p/kapiti-triple-chocolate-ice-cream-1l/
首映水果漩涡蓝莓酸奶,Premiere Fruit Swirl Blueberry Yogurt,8.04,5.79,5.79,5.79,0.0,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/premiere-fruit-swirl-blueberry-yogurt-720g/
爱侣湾米棒中,Erawan Rice Stick Medium,8.0,3.0,3.0,3.0,0.0,https://www.igashop.com.au/product/erawan-rice-stick-medium-379865
金宝牛肉意大利面酱,Campbell's Spaghetti Sauce With Beef,7.97,5.3,5.3,5.3,0.0,https://www.igashop.com.au/product/campbell's-spaghetti-sauce-with-beef-607941
